player_id,first_name,last_name,name,date_of_birth,position,foot,height_in_cm,contract_expiration_date,agent_name,country_of_birth,country_of_citizenship
197484,Federico,Varano,Federico Varano,1995-01-31,Midfield,left,180.0,2023-06-30,nan,Italy,Italy
197490,Riccardo,Benatti,Riccardo Benatti,1994-01-30,Attack,left,176.0,2024-06-30,nan,Italy,Italy
197491,Alex,Ferrari,Alex Ferrari,1994-07-01,Defender,right,191.0,2025-06-30,Romano Eleven SAS,Italy,Italy
197493,Luca,Marchignoli,Luca Marchignoli,1994-07-28,Goalkeeper,nan,,,nan,Italy,Italy
197494,Nicola,Pescatore,Nicola Pescatore,1994-02-02,Midfield,right,179.0,,nan,Italy,Italy
197521,Vukan,Savicevic,Vukan Savicevic,1994-01-29,Midfield,right,179.0,2024-06-30,nan,Yugoslavia (Republic),Montenegro
197545,Ander,Capa,Ander Capa,1992-02-08,Defender,right,175.0,,nan,Spain,Spain
197576,Maikel,Mesa,Maikel Mesa,1991-06-04,Midfield,right,188.0,2025-06-30,YOU FIRST,Spain,Spain
197578,Javi,Montoya,Javi Montoya,1991-04-16,Goalkeeper,right,186.0,2024-06-30,nan,Spain,Spain
197580,Noah Olawale,Ojuola,Noah Olawale Ojuola,1993-05-12,Defender,right,184.0,,BSA LTD,nan,Nigeria
197602,Rúben,Semedo,Rúben Semedo,1994-04-04,Defender,right,191.0,2025-06-30,nan,Portugal,Portugal
197604,Filipe,Chaby,Filipe Chaby,1994-01-22,Midfield,left,174.0,2023-06-30,Wealth Sports,Portugal,Portugal
197610,Mickaël,Meira,Mickaël Meira,1994-01-25,Goalkeeper,right,190.0,,nan,France,Portugal
197613,Alexandre,Guedes,Alexandre Guedes,1994-02-11,Attack,right,185.0,,nan,nan,nan
197622,Farley,Rosa,Farley Rosa,1994-01-14,Attack,right,174.0,2023-12-31,Kiraht Sports,Brazil,Brazil
197642,Chuba,Akpom,Chuba Akpom,1995-10-09,Attack,right,183.0,2025-06-30,nan,England,England
197650,Emir,Dautovic,Emir Dautovic,1995-02-05,Defender,both,194.0,,nan,Slovenia,Slovenia
197652,Gabriel,Enache,Gabriel Enache,1990-08-18,Defender,right,174.0,,SPOCS Global Sports,Romania,Romania
197678,Nikomanolis,Nyktaris,Nikomanolis Nyktaris,1992-09-04,Attack,both,178.0,2023-06-30,nan,Greece,Greece
197693,John,Swift,John Swift,1995-06-23,Midfield,right,182.0,2025-06-30,nan,England,England
197711,Hakan,Bilgic,Hakan Bilgic,1992-10-30,Defender,right,184.0,2023-06-30,nan,Turkey,Turkey
197734,Alhassane,Keita,Alhassane Keita,1992-04-16,Attack,right,183.0,,nan,Guinea,Guinea
197739,Gianny,Vanhaecke,Gianny Vanhaecke,1993-06-23,Attack,nan,173.0,,nan,Belgium,Belgium
197743,Filippo,Costa,Filippo Costa,1995-05-21,Defender,left,175.0,2023-06-30,nan,Italy,Italy
197744,Nicolò,Fazzi,Nicolò Fazzi,1995-03-02,Midfield,right,183.0,,nan,Italy,Italy
197745,Riccardo,Fiamozzi,Riccardo Fiamozzi,1993-05-18,Defender,right,175.0,2024-06-30,nan,Italy,Italy
197746,Filippo,Penna,Filippo Penna,1995-03-24,Defender,right,178.0,,nan,Italy,Italy
197747,Alessio,Romagnoli,Alessio Romagnoli,1995-01-12,Defender,left,185.0,2027-06-30,Team Raiola,Italy,Italy
197749,Emanuele,Rovini,Emanuele Rovini,1995-02-20,Attack,left,170.0,,Davide Torchia,Italy,Italy
197751,Alberto,Cerri,Alberto Cerri,1996-04-16,Attack,right,194.0,2026-06-30,TMP SOCCER srl ,Italy,Italy
197791,Janoi,Donacien,Janoi Donacien,1993-11-03,Defender,right,183.0,2024-06-30,Fifty Fifty Sports ,St. Lucia,St. Lucia
197825,Alex,Gorrin,Alex Gorrin,1993-08-01,Midfield,right,185.0,,CAA Base Ltd,Spain,Spain
197830,Josh,Sheehan,Josh Sheehan,1995-03-30,Midfield,right,184.0,2023-06-30,CAA Stellar,Wales,Wales
197838,Jamie,Vardy,Jamie Vardy,1987-01-11,Attack,right,179.0,2025-06-30,Wasserman,England,England
197851,Ivan,Melnik,Ivan Melnik,1991-07-29,Midfield,right,193.0,,nan,UdSSR,Russia
197852,Derick,Ogbu,Derick Ogbu,1990-03-19,Attack,both,180.0,,nan,Nigeria,Nigeria
197857,Adama,Ba,Adama Ba,1993-08-27,Midfield,right,179.0,2023-06-30,nan,Mauritania,Mauritania
197860,Pedro,Rebocho,Pedro Rebocho,1995-01-23,Defender,left,171.0,2023-06-30,Proeleven S.A.,Portugal,Portugal
197868,Rúben,Alfaiate,Rúben Alfaiate,1995-08-17,Goalkeeper,right,181.0,2023-06-30,nan,Portugal,Portugal
197880,Raphael,Guzzo,Raphael Guzzo,1995-01-06,Midfield,right,178.0,2026-06-30,PromoSport,Brazil,Portugal
197910,Liam,Shephard,Liam Shephard,1994-11-22,Defender,right,178.0,2023-06-30,CAA Base Ltd,Wales,Wales
197918,Luca,Corrado,Luca Corrado,1994-04-12,Defender,right,183.0,,nan,Italy,Italy
197919,Ruben,D'Incà,Ruben D'Incà,1994-03-31,Attack,left,177.0,,nan,Italy,Italy
197921,Riccardo,Dimitrio,Riccardo Dimitrio,1994-08-13,Attack,left,172.0,,nan,Italy,Italy
197929,Ivan,Provedel,Ivan Provedel,1994-03-17,Goalkeeper,right,194.0,2027-06-30,nan,Italy,Italy
197981,nan,Pedrinho,Pedrinho,1992-12-20,Midfield,right,170.0,2026-06-30,MadeinFootball,Portugal,Portugal
198005,Cristian,Ponde,Cristian Ponde,1995-01-26,Attack,right,181.0,2027-06-30,nan,Romania,Portugal
198006,Rafa,Soares,Rafa Soares,1995-05-09,Defender,left,177.0,2026-06-30,nan,Portugal,Portugal
198007,Francisco,Ramos,Francisco Ramos,1995-04-10,Midfield,right,181.0,2025-06-30,D20 Sports,Portugal,Portugal
198008,André,Silva,André Silva,1995-11-06,Attack,right,186.0,2025-06-30,Roc Nation Sports,Portugal,Portugal
198015,Jefté,Betancor,Jefté Betancor,1993-07-06,Attack,right,186.0,2025-06-30,PROTIO SPORT,Spain,Spain
198021,João,Nunes,João Nunes,1995-11-19,Defender,right,188.0,,Team of Future,Portugal,Portugal
198027,Jean,Deza,Jean Deza,1993-06-09,Attack,right,180.0,,Ricky Schanks,Peru,Peru
198037,Nico,Varela,Nico Varela,1991-01-19,Attack,right,175.0,2023-05-31,nan,Uruguay,Uruguay
198045,Gary,Fraser,Gary Fraser,1994-07-02,Midfield,right,178.0,2023-05-31,nan,Scotland,Scotland
198047,Cristian,Gómez,Cristian Gómez,1989-07-27,Midfield,left,186.0,,CL&S,Spain,Spain
198053,Lazar,Rosic,Lazar Rosic,1993-06-29,Defender,right,190.0,2023-06-30,nan,Yugoslavia (Republic),Serbia
198067,Filip,Helander,Filip Helander,1993-04-22,Defender,left,192.0,2026-05-31,nan,Sweden,Sweden
198070,Elvis,Manu,Elvis Manu,1993-08-13,Attack,right,179.0,2024-06-30,nan,Netherlands,Netherlands
198074,Arsenio,Valpoort,Arsenio Valpoort,1992-08-05,Attack,right,183.0,2024-06-30,nan,Netherlands,Netherlands
198080,Simone,Ceccarelli,Simone Ceccarelli,1994-01-28,Midfield,left,,,nan,Italy,Italy
198084,Marco,Frediani,Marco Frediani,1994-03-13,Midfield,right,178.0,2024-06-30,nan,Italy,Italy
198086,Federico,Ricci,Federico Ricci,1994-05-27,Attack,left,175.0,2024-06-30,AKADA,Italy,Italy
198087,Matteo,Ricci,Matteo Ricci,1994-05-27,Midfield,both,176.0,2024-06-30,nan,Italy,Italy
198116,Federico,Dimarco,Federico Dimarco,1997-11-10,Defender,left,175.0,2027-06-30,Roc Nation Sports,Italy,Italy
198122,Jordan,Gibbons,Jordan Gibbons,1993-11-18,Defender,nan,179.0,,nan,England,England
198178,Adam Örn,Arnarson,Adam Örn Arnarson,1995-08-27,Defender,right,180.0,2024-12-31,nan,Iceland,Iceland
198194,Yener,Arica,Yener Arica,1992-02-28,Midfield,left,174.0,,Perfect Element BV,Turkey,Turkey
198210,Chiel,Kramer,Chiel Kramer,1992-01-03,Goalkeeper,right,195.0,,nan,Netherlands,Netherlands
198223,Erkut,Baskaya,Erkut Baskaya,1993-06-14,Attack,left,178.0,,nan,Turkey,Turkey
198264,Artur,Zagorulko,Artur Zagorulko,1993-02-13,Attack,right,186.0,,nan,Ukraine,Ukraine
198391,Cheikh,Bangré,Cheikh Bangré,1993-11-02,Midfield,left,183.0,,nan,France,France
198394,Marvin,Baudry,Marvin Baudry,1990-01-26,Defender,right,187.0,2023-06-30,Léandre Chouya,France,Congo
198395,Jean-David,Beauguel,Jean-David Beauguel,1992-03-21,Attack,right,196.0,2024-06-30,YOU FIRST,France,France
198400,Richard,Boateng Welbeck,Richard Boateng Welbeck,1992-07-10,Midfield,right,180.0,2024-06-30,nan,Ghana,Ghana
198473,Kevin,Mayi,Kevin Mayi,1993-01-14,Attack,right,182.0,2023-06-30,nan,France,Gabon
198484,Richard,Ofori,Richard Ofori,1993-04-24,Defender,left,181.0,2023-05-31,nan,Ghana,Ghana
198495,Tokelo,Rantie,Tokelo Rantie,1990-09-08,Attack,right,172.0,,Q evolution GFC,South Africa,South Africa
198496,Thibaut,Rausin,Thibaut Rausin,1993-05-03,Goalkeeper,nan,193.0,2023-06-30,Gallea Gestion S.A,nan,Belgium
198513,Muamer,Tankovic,Muamer Tankovic,1995-02-22,Attack,right,181.0,2023-05-31,nan,Sweden,Sweden
198516,Harry,Toffolo,Harry Toffolo,1995-08-19,Defender,left,183.0,2025-06-30,Wasserman,England,England
198529,Wilfried,Zahibo,Wilfried Zahibo,1993-08-21,Midfield,right,191.0,,Stars & Friends,France,Central African Republic
198570,Rui,Vieira,Rui Vieira,1991-11-13,Goalkeeper,right,189.0,2023-06-30,nan,Portugal,Portugal
198582,Alex,Baird,Alex Baird,1994-01-14,Goalkeeper,nan,,,nan,Australia,Australia
198587,Remie,Streete,Remie Streete,1994-11-02,Defender,right,188.0,,nan,England,England
198589,Lewis,Baker,Lewis Baker,1995-04-25,Midfield,right,182.0,2025-06-30,nan,England,England
198613,Stefan,Simic,Stefan Simic,1995-01-20,Defender,right,189.0,2023-06-30,nan,Czech Republic,Czech Republic
198614,Tomas,Chory,Tomas Chory,1995-01-26,Attack,right,199.0,2025-06-30,Nehoda Sport,Czech Republic,Czech Republic
198619,Nadjib,Baouia,Nadjib Baouia,1992-02-25,Attack,right,165.0,,MYG Invest,Algeria,Algeria
198629,Moise,Adilehou,Moise Adilehou,1995-11-01,Defender,right,190.0,2023-06-30,nan,France,Benin
198638,João,Costa,João Costa,1996-02-02,Goalkeeper,right,186.0,2028-06-30,SoccerSoul,Portugal,Portugal
198648,Badavi,Hüseynov,Badavi Hüseynov,1991-07-11,Defender,right,185.0,2024-06-30,nan,UdSSR,Azerbaijan
198709,Cédric,Hountondji,Cédric Hountondji,1994-01-19,Defender,right,194.0,2026-06-30,One Team Management,France,Benin
198722,Zach,Muscat,Zach Muscat,1993-08-22,Defender,right,184.0,,Mondo Victory,Malta,Malta
198728,Hadi,Sacko,Hadi Sacko,1994-03-24,Attack,left,183.0,2024-06-30,Sport Cover,France,Mali
198736,Berat,Tosun,Berat Tosun,1994-01-01,Attack,right,179.0,,nan,Turkey,Turkey
198752,René,Joensen,René Joensen,1993-02-08,Midfield,right,180.0,2023-10-31,nan,nan,Faroe Islands
198773,Aleksey,Shchetkin,Aleksey Shchetkin,1991-05-21,Attack,right,193.0,2023-06-30,nan,UdSSR,Kazakhstan
198780,Bauyrzhan,Islamkhan,Bauyrzhan Islamkhan,1993-02-23,Midfield,right,174.0,2023-12-31,Glory Group Ltd.,Kazakhstan,Kazakhstan
198816,Georgi,Kostadinov,Georgi Kostadinov,1990-09-07,Midfield,right,184.0,2024-05-31,Scouting Team B.V.,Bulgaria,Bulgaria
198859,João,Schmidt,João Schmidt,1993-05-19,Midfield,left,183.0,2024-01-31,nan,Brazil,Brazil
198861,Sam,Hoskins,Sam Hoskins,1993-02-04,Attack,nan,173.0,2026-06-30,nan,England,England
198866,nan,Tekio,Tekio,1990-07-30,Defender,nan,175.0,2023-06-30,Only Football,Spain,Spain
198873,Marco,Modolo,Marco Modolo,1989-03-23,Defender,right,186.0,2023-06-30,nan,Italy,Italy
198967,Mihkel,Ainsalu,Mihkel Ainsalu,1996-03-08,Midfield,both,189.0,2023-12-31,nan,Estonia,Estonia
198973,Davide,Cinaglia,Davide Cinaglia,1994-04-10,Defender,right,183.0,2024-06-30,nan,Italy,Italy
198974,nan,Willyan,Willyan,1994-02-17,Attack,right,169.0,,BMS,Brazil,Brazil
198976,Abou,Diop,Abou Diop,1993-10-06,Attack,right,185.0,,Cheikh Fall,Senegal,Senegal
199001,Umberto,Saracco,Umberto Saracco,1994-04-10,Goalkeeper,right,190.0,2024-06-30,nan,Italy,Italy
199040,Lorenzo,Lari,Lorenzo Lari,1994-10-07,Midfield,nan,,,nan,Italy,Italy
199064,Daniele,Vacondio,Daniele Vacondio,1994-04-01,Defender,left,177.0,,nan,Italy,Italy
199099,nan,Jander,Jander,1988-07-08,Defender,left,183.0,,nan,Brazil,Brazil
199132,nan,Nono,Nono,1993-03-30,Midfield,right,179.0,2024-06-30,HBR Sport,Spain,Spain
199134,Carlos,García,Carlos García,1993-09-17,Midfield,nan,181.0,2024-06-30,Agencia David Copito,Spain,Spain
199177,Christos,Kasapakis,Christos Kasapakis,1993-12-09,Midfield,right,174.0,2024-06-30,nan,Greece,Greece
199179,Nikolaos,Melissas,Nikolaos Melissas,1993-02-24,Goalkeeper,right,193.0,,Target Sport,Germany,Greece
199196,Gabriele,Angiolini,Gabriele Angiolini,1994-07-01,Missing,nan,,,nan,Italy,Italy
199204,Lorenzo,Menicagli,Lorenzo Menicagli,1994-10-13,Defender,right,178.0,,nan,Italy,Italy
199221,Andreas,Linde,Andreas Linde,1993-07-24,Goalkeeper,right,196.0,2024-06-30,nan,Sweden,Sweden
199222,Nemanja,Mladenovic,Nemanja Mladenovic,1993-03-03,Attack,left,179.0,2023-06-30,ND Management,Yugoslavia (Republic),Serbia
199223,Tufan,Özbozkurt,Tufan Özbozkurt,1993-03-20,Defender,both,168.0,,The Libra Enterprise,Netherlands,Turkey
199243,Kingsley,Boateng,Kingsley Boateng,1994-04-07,Attack,right,176.0,,Gr Sports,Ghana,Italy
199248,Bryan,Cristante,Bryan Cristante,1995-03-03,Midfield,right,186.0,2027-06-30,GR Sports,Italy,Italy
199255,Davide,Narduzzo,Davide Narduzzo,1994-08-16,Goalkeeper,right,185.0,2024-06-30,nan,Italy,Italy
199258,Andrea,Petagna,Andrea Petagna,1995-06-30,Attack,left,190.0,2027-06-30,GR Sports,Italy,Italy
199263,David,Speziale,David Speziale,1994-06-22,Midfield,right,180.0,,nan,Italy,Italy
199268,Zsolt,Kalmár,Zsolt Kalmár,1995-06-09,Midfield,right,185.0,2025-06-30,EM Sports Consulting,Hungary,Hungary
199274,Mattia,Sprocati,Mattia Sprocati,1993-04-28,Attack,both,178.0,,BC Group,Italy,Italy
199283,Ümit,Karaal,Ümit Karaal,1995-08-15,Defender,left,170.0,2023-06-30,nan,Turkey,Turkey
199297,Jacek,Goralski,Jacek Goralski,1992-09-21,Midfield,right,172.0,2024-06-30,UNIDOS,Poland,Poland
199299,Damian,Kadzior,Damian Kadzior,1992-06-16,Attack,left,174.0,2025-06-30,Profus Management,Poland,Poland
199301,Filip,Starzynski,Filip Starzynski,1991-05-27,Midfield,right,184.0,2023-06-30,Profus Management,Poland,Poland
199305,Patryk,Wolanski,Patryk Wolanski,1991-08-15,Goalkeeper,nan,188.0,,nan,Poland,Poland
199316,Abdülkerim,Bardakcı,Abdülkerim Bardakcı,1994-09-07,Defender,left,185.0,2025-06-30,GPA Turkey,Türkiye,Türkiye
199321,Rubén,Blanco,Rubén Blanco,1995-07-25,Goalkeeper,right,188.0,2026-06-30,Media Base Sports,Spain,Spain
199323,Ramón,Bueno,Ramón Bueno,1995-02-07,Midfield,right,183.0,2023-06-30,nan,Spain,Spain
199325,Ander,Cantero,Ander Cantero,1995-01-09,Goalkeeper,left,189.0,2024-06-30,GrupoKontinental,Spain,Spain
199328,Abdullah,Coban,Abdullah Coban,1991-01-02,Defender,left,,,nan,Turkey,Turkey
199330,Antonio,Cotán,Antonio Cotán,1995-09-19,Midfield,right,175.0,2023-06-30,YOU FIRST,Spain,Spain
199337,Rifat,Erdem,Rifat Erdem,1990-02-28,Defender,right,,,nan,Turkey,Turkey
199341,Óscar,Gil,Óscar Gil,1995-06-14,Defender,right,184.0,2024-06-30,nan,Spain,Spain
199348,Dani,Iglesias,Dani Iglesias,1995-07-17,Midfield,right,173.0,,nan,Spain,Spain
199369,Sandro,Ramírez,Sandro Ramírez,1995-07-09,Attack,right,174.0,2026-06-30,Wasserman,Spain,Spain
199377,Aitor,Seguín,Aitor Seguín,1995-02-27,Attack,left,180.0,2024-06-30,nan,Spain,Spain
199380,Kenny,Teijsse,Kenny Teijsse,1992-07-19,Midfield,left,182.0,,nan,Netherlands,Netherlands
199383,Aykut,Uluc,Aykut Uluc,1993-01-10,Attack,nan,,2025-06-30,nan,Turkey,Turkey
199384,Thijs,van Hofwegen,Thijs van Hofwegen,1992-04-13,Midfield,both,184.0,,nan,Netherlands,Netherlands
199470,Onurcan,Piri,Onurcan Piri,1994-09-28,Goalkeeper,right,190.0,2026-06-30,TM AGENCY,Türkiye,Türkiye
199480,Donát,Zsótér,Donát Zsótér,1996-01-06,Midfield,left,168.0,2023-06-30,Vladan Filipovic,Hungary,Hungary
199522,Donervon,Daniels,Donervon Daniels,1993-11-24,Defender,right,186.0,2024-06-30,nan,Montserrat,Montserrat
199526,Reece,Hall-Johnson,Reece Hall-Johnson,1995-05-09,Defender,right,173.0,,nan,England,England
199527,Jacob,Murphy,Jacob Murphy,1995-02-24,Attack,right,179.0,2027-06-30,nan,England,England
199528,Josh,Murphy,Josh Murphy,1995-02-24,Attack,right,173.0,2024-06-30,nan,England,England
199553,Jack,Leitch,Jack Leitch,1995-07-17,Midfield,left,170.0,2023-05-31,nan,Scotland,Scotland
199583,Giovanni,Zaro,Giovanni Zaro,1994-05-12,Defender,right,193.0,2026-06-30,nan,Italy,Italy
199584,Gianluca,Austoni,Gianluca Austoni,1994-02-04,Attack,left,,,nan,Italy,Italy
199597,Giuseppe,Zampano,Giuseppe Zampano,1993-09-30,Midfield,right,177.0,,nan,Italy,Italy
199598,Joyce,Anacoura,Joyce Anacoura,1994-08-01,Goalkeeper,right,190.0,2024-06-30,nan,Italy,Italy
199603,Matteo,Ferrari,Matteo Ferrari,1994-04-05,Goalkeeper,nan,,,nan,Italy,Italy
199633,Raman,Chibsah,Raman Chibsah,1993-03-10,Midfield,right,177.0,2023-06-30,nan,Ghana,Ghana
199635,Eric,Lanini,Eric Lanini,1994-02-25,Attack,right,186.0,2024-06-30,Starbridge Srl,Italy,Italy
199659,Miguel,Palha,Miguel Palha,1995-02-26,Goalkeeper,right,184.0,,nan,Portugal,Portugal
199704,Yunis,Abdelhamid,Yunis Abdelhamid,1987-09-28,Defender,left,190.0,2025-06-30,PSC,France,Morocco
199730,Claudio,Andreoli,Claudio Andreoli,1994-04-01,Missing,nan,,,nan,Italy,Italy
199731,Tommaso,Barluzzi,Tommaso Barluzzi,1994-02-01,Missing,nan,,,nan,Italy,Italy
199733,Danilo,Cataldi,Danilo Cataldi,1994-08-06,Midfield,right,180.0,2025-06-30,GR Sports,Italy,Italy
199747,Andrea,Sbraga,Andrea Sbraga,1992-01-14,Defender,right,189.0,2024-06-30,nan,Italy,Italy
199749,Riccardo,Serpieri,Riccardo Serpieri,1994-02-15,Defender,right,183.0,,nan,Italy,Italy
199757,Simone,Brugaletta,Simone Brugaletta,1994-01-19,Defender,right,178.0,2024-06-30,nan,Italy,Italy
199758,Simone,Caruso,Simone Caruso,1994-09-09,Attack,nan,171.0,,nan,Italy,Italy
199761,Agostino,Gallo,Agostino Gallo,1995-03-05,Midfield,right,185.0,,nan,Italy,Italy
199763,Sergio,Garufi,Sergio Garufi,1995-09-16,Midfield,left,178.0,2024-06-30,nan,Italy,Italy
199771,Sem,Addamo,Sem Addamo,1995-02-25,Midfield,right,176.0,,nan,Italy,Italy
199793,Orlando,Held,Orlando Held,1994-03-03,Attack,right,,,nan,Italy,Italy
199795,William,Lacerda,William Lacerda,1992-01-05,Attack,right,181.0,,nan,Brazil,Brazil
199800,Andrea,Tufano,Andrea Tufano,1994-10-08,Goalkeeper,nan,,,nan,Italy,Italy
199856,Leandro,Sosa,Leandro Sosa,1991-03-18,Midfield,left,177.0,2023-12-31,Scoutfutbol,Uruguay,Uruguay
199859,Owusu-Ansah,Kontor,Owusu-Ansah Kontor,1993-08-24,Defender,left,180.0,,Sagrada Sports,Ghana,Ghana
199902,Andrea,Bandini,Andrea Bandini,1994-02-16,Defender,right,178.0,,nan,Italy,Italy
199909,Geordan,Dupire,Geordan Dupire,1993-09-28,Goalkeeper,right,193.0,,nan,France,France
199921,Davide,Petermann,Davide Petermann,1994-12-25,Midfield,left,185.0,2025-06-30,nan,Italy,Italy
199924,Giovanni,Terrani,Giovanni Terrani,1994-10-12,Attack,right,,2025-06-30,nan,Italy,Italy
199927,Davide,Biraschi,Davide Biraschi,1994-07-02,Defender,right,182.0,2026-06-30,MM-Management,Italy,Italy
199938,Yusuf,Abdioglu,Yusuf Abdioglu,1989-10-14,Defender,right,181.0,2024-06-30,nan,Turkey,Turkey
199941,Andrea,Beghetto,Andrea Beghetto,1994-10-11,Defender,left,182.0,2023-06-30,Gr Sports,Italy,Italy
199953,Caleb,Ekuban,Caleb Ekuban,1994-03-23,Attack,right,182.0,2026-06-30,GB1,Italy,Ghana
199958,Oguz,Yilmaz,Oguz Yilmaz,1993-01-01,Defender,right,185.0,2023-06-30,nan,Turkey,Turkey
199971,Michele,Cavion,Michele Cavion,1994-12-08,Midfield,both,180.0,2025-06-30,Gea World,Italy,Italy
199976,Marco,Sportiello,Marco Sportiello,1992-05-10,Goalkeeper,right,192.0,2027-06-30,GR Sports,Italy,Italy
200041,Andreas,Ivan,Andreas Ivan,1995-01-10,Attack,both,180.0,2024-06-30,nan,Romania,Romania
200056,Elseid,Hysaj,Elseid Hysaj,1994-02-02,Defender,right,182.0,2026-06-30,nan,Albania,Albania
200057,Elvis,Kabashi,Elvis Kabashi,1994-02-20,Midfield,left,177.0,2025-06-30,Elevenelite,Albania,Albania
200082,Taşkın,İlter,Taşkın İlter,1994-07-05,Midfield,right,185.0,2026-06-30,Gurel Bergen,Germany,Azerbaijan
200117,Valerio,Nava,Valerio Nava,1994-01-17,Defender,both,191.0,2024-06-30,nan,Italy,Italy
200119,Gideon,Sani,Gideon Sani,1990-06-08,Attack,right,180.0,,nan,Nigeria,Nigeria
200127,Timothée,Dieng,Timothée Dieng,1992-04-09,Midfield,right,189.0,2024-06-30,Selim Gaygusuz,France,France
200167,Daniele,Celiento,Daniele Celiento,1994-08-06,Defender,right,175.0,2024-06-30,nan,Italy,Italy
200168,Diamante,Crispino,Diamante Crispino,1994-09-05,Goalkeeper,right,188.0,2024-06-30,Gianfranco Cicchetti,Italy,Italy
200174,Roberto,Insigne,Roberto Insigne,1994-05-11,Attack,left,172.0,2024-06-30,Team Raiola,Italy,Italy
200177,Giuseppe,Nicolao,Giuseppe Nicolao,1994-03-05,Defender,left,177.0,2024-06-30,Gianfranco Cicchetti,Italy,Italy
200178,Giuseppe,Palma,Giuseppe Palma,1994-01-20,Midfield,right,186.0,2024-06-30,MCI,Italy,Italy
200182,Francesco,Savarise,Francesco Savarise,1994-04-21,Defender,right,173.0,,nan,Italy,Italy
200185,Marco,Vittiglio,Marco Vittiglio,1994-01-17,Defender,right,179.0,2024-06-30,nan,Italy,Italy
200188,Mattia,Aramu,Mattia Aramu,1995-05-14,Midfield,left,180.0,2025-06-30,One Players' Agent,Italy,Italy
200190,Alessandro,Capello,Alessandro Capello,1995-12-12,Attack,right,183.0,2024-06-30,nan,Italy,Italy
200192,Fabio,Eguelfi,Fabio Eguelfi,1995-01-19,Defender,left,178.0,2023-06-30,nan,Italy,Italy
200194,Federico,Mattiello,Federico Mattiello,1995-07-14,Defender,right,184.0,,Mp Management,Italy,Italy
200195,Lorenzo,Paramatti,Lorenzo Paramatti,1995-01-02,Defender,both,185.0,2024-06-30,Fisher Sport Ltd,Italy,Italy
200202,Euan,Spark,Euan Spark,1996-11-29,Defender,right,178.0,2024-06-30,nan,Scotland,Scotland
200248,Adi,Gotlieb,Adi Gotlieb,1992-08-16,Defender,right,187.0,2024-06-30,nan,Israel,Israel
200320,Kevin,Koubemba,Kevin Koubemba,1993-03-23,Attack,right,192.0,,nan,France,Congo
200393,Bilal,Kilic,Bilal Kilic,1994-09-17,Defender,right,,,nan,Turkey,Turkey
200467,Jean-Claude,Bozga,Jean-Claude Bozga,1984-06-01,Defender,nan,194.0,,nan,Romania,Romania
200475,Florin,Niță,Florin Niță,1987-07-03,Goalkeeper,right,184.0,,nan,Romania,Romania
200481,Simone,Aldrovandi,Simone Aldrovandi,1994-04-02,Defender,right,186.0,,nan,Italy,Italy
200512,Sadio,Mané,Sadio Mané,1992-04-10,Attack,right,174.0,2025-06-30,ROOF,Senegal,Senegal
200521,Asael,Ben Shabat,Asael Ben Shabat,1988-05-09,Defender,right,184.0,,nan,Israel,Israel
200525,Florian,Julien,Florian Julien,1993-07-27,Defender,right,175.0,,nan,France,France
200558,nan,Petros,Petros,1989-05-29,Midfield,right,182.0,,Elenko Sports Ltda.,Brazil,Brazil
200612,Pol,Freixanet,Pol Freixanet,1991-08-22,Goalkeeper,nan,193.0,2023-06-30,Bahía Internacional,Spain,Spain
200615,Mauro,Bollino,Mauro Bollino,1994-12-31,Attack,left,171.0,2024-06-30,nan,Italy,Italy
200616,Valentin,Cojocaru,Valentin Cojocaru,1995-10-01,Goalkeeper,right,195.0,2027-06-30,SPG ,Romania,Romania
200651,Dominik,Nagy,Dominik Nagy,1995-05-08,Attack,left,174.0,2024-06-30,nan,Hungary,Hungary
200653,Dávid,Forgács,Dávid Forgács,1995-09-29,Defender,left,179.0,,nan,Hungary,Hungary
200747,Daníel Leó,Grétarsson,Daníel Leó Grétarsson,1995-10-02,Defender,left,185.0,2027-06-30,CAA Stellar,Iceland,Iceland
200777,Alex,Pritchard,Alex Pritchard,1993-05-03,Midfield,right,168.0,2026-06-30,Straight Ace Sports,England,England
200779,Yordy,Reyna,Yordy Reyna,1993-09-17,Attack,right,169.0,2026-06-30,FFOSA Sports,nan,nan
200782,Kevin,Stewart,Kevin Stewart,1993-09-07,Midfield,nan,182.0,2023-06-30,New Vision,England,Jamaica
200789,Sefa,Isci,Sefa Isci,1996-03-26,Defender,right,182.0,,nan,Belgium,Turkey
200790,Nabil,Jaadi,Nabil Jaadi,1996-07-01,Attack,right,178.0,,nan,Belgium,Morocco
200796,Alexis,Scholl,Alexis Scholl,1996-03-11,Defender,left,179.0,2023-06-30,nan,nan,Belgium
200798,Jarne,Vrijsen,Jarne Vrijsen,1996-03-21,Defender,left,175.0,,nan,Belgium,Belgium
200799,Ben,Yagan,Ben Yagan,1995-05-09,Midfield,left,173.0,2024-06-30,nan,Belgium,Belgium
200855,Gary,Maley,Gary Maley,1982-08-03,Goalkeeper,right,197.0,,nan,Scotland,Scotland
200953,Kieran,Gibbons,Kieran Gibbons,1995-03-23,Midfield,nan,,2023-05-31,nan,Scotland,Scotland
200956,Danny,Rogers,Danny Rogers,1994-03-23,Goalkeeper,nan,185.0,2023-11-30,Wasserman,United States,Ireland
200985,nan,Arnold,Arnold,1992-04-06,Attack,right,185.0,2023-06-30,Mondo Victory,Zaire,DR Congo
